text,label,label_id,topic,source,original_split
cảm ơn thầy .,Bình thường,1,0,UIT-VSFC,train
cần nhiều hoạt động ngoại khóa .,Tiêu cực,0,3,UIT-VSFC,train
"nên tăng cường dạy từ vựng , bị hỏng kiến thức về từ vựng .",Tiêu cực,0,1,UIT-VSFC,train
"giảng dạy kỹ , hỗ trợ sinh viên .",Tích cực,2,0,UIT-VSFC,train
"thầy chỉ giảng những kiến thức có trong slide bài giảng , trong khi nội dung môn học có bài tập nhưng sinh viên không được hướng dẫn kỹ về cách làm bài .",Tiêu cực,0,0,UIT-VSFC,train
giảng viên có tầm hiểu biết sâu rộng .,Tích cực,2,0,UIT-VSFC,train
em chưa có gặp giáo viên lần nào nữa ạ ?,Tiêu cực,0,0,UIT-VSFC,train
"giảng rất dễ hiểu , nhiệt tình với sinh viên .",Tích cực,2,0,UIT-VSFC,train
"thầy luôn yêu cầu ý tưởng sinh viên phải thực tế , có thể thực hiện được trong tương lai , nếu sinh viên làm được thì sinh viên đã không phải đi học thầy yêu cầu đề án phải đủ lớn , phải mang tầm vóc quốc tế nhưng nó phải khả thi .",Tiêu cực,0,0,UIT-VSFC,train
đảm bảo tốt .,Tích cực,2,3,UIT-VSFC,train
"giảng viên dạy dễ tiếp thu , slide trình bày được , giảng viên vui tính , dạy nhiệt tình , tận tình trong công việc .",Tích cực,2,0,UIT-VSFC,train
"thầy dạy hay , hướng dẫn tận tình .",Tích cực,2,0,UIT-VSFC,train
file thực hành cần có một số gợi ý cho sinh viên biết hướng và định hướng giải .,Tiêu cực,0,1,UIT-VSFC,train
cô dạy nhiệt tình và không bị áp lực trong khi học .,Tích cực,2,0,UIT-VSFC,train
thầy dạy rất vui .,Tích cực,2,0,UIT-VSFC,train
"thầy giảng chú trọng nhiều vào slide , ít tương tác với sinh viên , khả năng truyền đạt kiến thức cho sinh viên không được tốt .",Tiêu cực,0,0,UIT-VSFC,train
bài tập khó và thường không song song với lý thuyết .,Tiêu cực,0,1,UIT-VSFC,train
thầy trực phòng thực hành cũng đã bảo về và vào phòng tắt máy lạnh .,Bình thường,1,0,UIT-VSFC,train
thầy cho nghỉ nhiều chắc vì cuối kỳ thầy đi học .,Tiêu cực,0,0,UIT-VSFC,train
cô có cách dạy hay dễ hiểu tận tình .,Tích cực,2,0,UIT-VSFC,train
"phòng học anh văn chất lượng loa , micro không tốt , không đáp ứng được cho sinh viên rèn luyện kỹ năng nghe .",Tiêu cực,0,2,UIT-VSFC,train
truyền đạt rất nhiều kiến thức thực tế bổ ích .,Tích cực,2,0,UIT-VSFC,train
"thầy wzjwz222 vui vẻ , giảng không buồn ngủ , giải đáp thắc mắc đầy đủ , dễ hiểu .",Tích cực,2,0,UIT-VSFC,train
giảng viên không dành tìm hiểu trước nội dung giảng dạy trước khi lên lớp .,Tiêu cực,0,0,UIT-VSFC,train
em nghĩ là chỉ cần đồ án cuối kỳ là đủ rồi .,Tiêu cực,0,1,UIT-VSFC,train
"thầy cho nghỉ quá nhiểu mà không sắp xếp giáo viên dạy thay , vì vậy dẫn tới việc học bù liên tiếp vào những ngày cuối , khi mà chúng em phải ôn tập những kiến thức khác , vẫn có một số buổi thông báo học bù nhưng sau đó lại thông báo nghỉ đột đột , dẫn tới bị ùn kiến thức , không ai ăn được một vạ gạo một ngày cả tên môn học là "" nhập môn công nghệ phần mềm "" nhưng kiến thức và cách đánh giá năng lực học sinh quá nặng nề , nếu là sinh viên các khoa như phần mềm , hệ thống thì có thể hiểu được , nhưng với những sinh viên khoa khoa học máy tính như chúng em vì đây là môn học bắt buộc thì thật là quá sức và những kiến thức thầy nói quá lạc lõng , mơ hồ .",Tiêu cực,0,0,UIT-VSFC,train
"cách truyền đạt , sự tận tâm .",Tích cực,2,0,UIT-VSFC,train
thầy luôn làm cho không khí học thoải mái .,Tích cực,2,0,UIT-VSFC,train
dạy tốt chu đáo .,Tích cực,2,0,UIT-VSFC,train
đồng thời bài tập và tài liệu thầy thực sự được cung cấp rất nhiều .,Tích cực,2,0,UIT-VSFC,train
rất vui và nhiệt tình .,Tích cực,2,0,UIT-VSFC,train
giảng bài kỹ và dễ hiểu .,Tích cực,2,0,UIT-VSFC,train
giảng viên thiếu kinh nghiệm truyền đạt trầm trọng .,Tiêu cực,0,0,UIT-VSFC,train
"thầy dạy nhanh , nhiều khi theo không kịp .",Tiêu cực,0,0,UIT-VSFC,train
"hiền , nhiệt huyết .",Tích cực,2,0,UIT-VSFC,train
"giảng viên hướng dẫn sinh viên nhiệt tình , dễ hiểu .",Tích cực,2,0,UIT-VSFC,train
"thầy vui tính , giảng bài dễ hiểu , chỉ dẫn tận tình .",Tích cực,2,0,UIT-VSFC,train
cô lên lớp vui vẻ .,Tích cực,2,0,UIT-VSFC,train
lâu lâu thầy nói cực nhanh nghe không kịp ý thầy .,Tiêu cực,0,0,UIT-VSFC,train
"kiến thức thầy rộng , tận tình với học sinh như anh em .",Tích cực,2,0,UIT-VSFC,train
truyền đạt hay .,Tích cực,2,0,UIT-VSFC,train
"giáo viên rất dễ tính , dạy dễ hiểu , có nhiều điểm cộng .",Tích cực,2,0,UIT-VSFC,train
mail không trả lời .,Tiêu cực,0,0,UIT-VSFC,train
mức độ quan tâm học sinh rất cao .,Tích cực,2,3,UIT-VSFC,train
thường xuyên cho làm bài tập .,Tiêu cực,0,0,UIT-VSFC,train
cung cấp thêm tài liệu và cho nhiều ví dụ thêm .,Tiêu cực,0,1,UIT-VSFC,train
trang thiết bị tốt hơn .,Tiêu cực,0,2,UIT-VSFC,train
"giảng viên vui vẻ , hoà đồng , nhiệt tình trong việc giảng dạy .",Tích cực,2,0,UIT-VSFC,train
"mở các câu lạc bộ về lập trình sẽ giúp các sinh viên đầu khoá có cách tiếp cận môn học dễ dàng cũng như cách nghiên cứu về môn học , còn các sinh viên năm 3 năm 4 sẽ có cơ hội hướng dẫn các sinh viên đầu khoá , như vậy các anh chị khoá trên sẽ nắm chặt kiến thức hơn .",Tiêu cực,0,3,UIT-VSFC,train
vui nhộn và hài hước .,Tích cực,2,0,UIT-VSFC,train
chưa chủ động trong việc đưa kiến thức .,Tiêu cực,0,0,UIT-VSFC,train
"thầy rất có kinh nghiệm khi giảng dạy , các bài giảng của thầy rất có ích sau khi ra trường của sinh viên bọn em .",Tích cực,2,0,UIT-VSFC,train
tiếc là học kỳ 2 em không đăng ký được lớp lập trình hướng đối tượng của cô !,Tích cực,2,3,UIT-VSFC,train
"cô giảng bài rất dễ hiểu , tạo mọi điều kiện tốt nhất cho sinh viên tiếp cận môn học có hiệu quả .",Tích cực,2,0,UIT-VSFC,train
thầy rất nhiệt tình dạy .,Tích cực,2,0,UIT-VSFC,train
thầy nói khó nghe nên đôi lúc không nghe được thầy đang nói gì .,Tiêu cực,0,0,UIT-VSFC,train
bài tập quá nhiều colonsmilesmile .,Tiêu cực,0,1,UIT-VSFC,train
"cô dạy vui vẻ , nhiệt tình .",Tích cực,2,0,UIT-VSFC,train
hướng dẫn giải bài tập chi tiết .,Tích cực,2,0,UIT-VSFC,train
"hầu như không dạy kiến thức oracle cho sinh viên , mà chỉ nói lại kiến thức môn hệ quản trị cơ sở dữ liệu .",Tiêu cực,0,0,UIT-VSFC,train
nên chia ra 2 buổi học 1 là lý thuyết 2 là thực hành .,Tiêu cực,0,1,UIT-VSFC,train
thầy giảng đôi lúc hơi nhỏ .,Tiêu cực,0,0,UIT-VSFC,train
"góp ý , nhắc nhở nhiệt tình , lưu ý sai sót cho sinh viên .",Tích cực,2,0,UIT-VSFC,train
"nhiệt tình , giải đáp tốt thắc mắc của sinh viên .",Tích cực,2,0,UIT-VSFC,train
giọng thầy em nghe không rõ .,Tiêu cực,0,0,UIT-VSFC,train
tốn nhiều thời gian trong buổi học cho các việc không cần thiết .,Tiêu cực,0,1,UIT-VSFC,train
"thầy dạy rất hăng say , nhiệt tình .",Tích cực,2,0,UIT-VSFC,train
thầy dạy hay và vui vẻ .,Tích cực,2,0,UIT-VSFC,train
sinh viên không nắm được nội dung môn học là gì .,Tiêu cực,0,1,UIT-VSFC,train
"giáo viên nhiệt tình , tận tâm , lên lớp đúng giờ .",Tích cực,2,0,UIT-VSFC,train
thời gian môn học nên kéo dài hơn .,Tiêu cực,0,1,UIT-VSFC,train
"thầy luôn quan tâm đến sinh viên , luôn nhắc nhở giám sát quá trình .",Tích cực,2,0,UIT-VSFC,train
"truyền đạt tốt , dễ hiểu ngay trên lớp .",Tích cực,2,0,UIT-VSFC,train
"cô dạy rất nhiệt huyết , dạy để hiểu , hiểu bản chất , chứ không phải dạy kiến thức suông như một số giáo viên khác .",Tích cực,2,0,UIT-VSFC,train
"hình thức báo cáo đồ án quá đơn giản , không có chiều sâu dẫn đến không nói lên được chất lượng đồ án , không kiểm soát được trường hợp gánh team , trường hợp không hiểu rõ code vẫn được max điểm .",Tiêu cực,0,0,UIT-VSFC,train
"thầy dạy nhiệt tình , dễ hiểu nhưng nên có thêm bài tập về nhà có tính điểm giúp sinh viên tiếp thu bài tốt hơn .",Tích cực,2,0,UIT-VSFC,train
cách chỉ dẫn .,Bình thường,1,0,UIT-VSFC,train
"giọng cô người miền ngoài nên dạy khá khó hiểu , cô dạy hơi nhanh .",Tiêu cực,0,0,UIT-VSFC,train
"rất ok , rất thích cách dạy của thầy .",Tích cực,2,0,UIT-VSFC,train
"thầy nhiệt tình , vui vẻ , có phương pháp dạy tốt và chương trình cụ thể dễ học .",Tích cực,2,0,UIT-VSFC,train
"giảng dạy mông lung , không rõ ràng .",Tiêu cực,0,0,UIT-VSFC,train
"đưa ra các ví dụ rất hay rất thực tế , bài tập khó nhưng hay kiến sinh viên chủ động học tập .",Tích cực,2,0,UIT-VSFC,train
giảng rất dễ hiểu .,Tích cực,2,0,UIT-VSFC,train
"thầy nhiệt tình , vui tính , công bằng .",Tích cực,2,0,UIT-VSFC,train
"giảng viên vui tính , tận tâm , nhiệt tình .",Tích cực,2,0,UIT-VSFC,train
"thầy vẫn đọc slide và nói quá nhanh , những gì thầy nói đã có sẵn trên slide sinh viên đọc có thể rút ra được .",Tiêu cực,0,0,UIT-VSFC,train
"tôi chưa từng thấy giáo viên nào mà nghỉ nhiều , lại hay đi trễ về sớm như vậy .",Tiêu cực,0,0,UIT-VSFC,train
"thầy ít lên lớp , học một học kỳ mà chỉ học được 2 buổi .",Tiêu cực,0,0,UIT-VSFC,train
"giảng viên cho nghỉ quá nhiều , đến cuối kỳ học bù quá nhiều .",Tiêu cực,0,0,UIT-VSFC,train
nhiệt huyết truyền đạt kiến thức .,Tích cực,2,0,UIT-VSFC,train
nên có bài viết hoặc bài tiểu luận mỗi 2 tuần trên courses để sinh viên thực tập .,Tiêu cực,0,1,UIT-VSFC,train
"giảng viên có chuyên môn tốt , giải đáp trả lời thắc mắc đầy đủ từ sinh viên .",Tích cực,2,0,UIT-VSFC,train
"cô dạy nhiệt tình , phân nhóm thuyết trình tạo không khí học tập sôi nổi .",Tích cực,2,0,UIT-VSFC,train
thân thiện với học sinh .,Tích cực,2,0,UIT-VSFC,train
"phần cho điểm , nội dung ôn thi .",Bình thường,1,0,UIT-VSFC,train
"thầy dạy rất dễ hiểu , cho nhiều bài tập .",Tích cực,2,0,UIT-VSFC,train
"em biết điều này rất tế nhị và khó cải thiện , đó là việc nghe giảng của em bị hạn chế vì em không nghe được chất giọng fraction tiếng của giảng viên nên hay bị mất kết nối kiến thức giữa chừng trong khi nghe giảng .",Tiêu cực,0,0,UIT-VSFC,train
đến lớp đúng giờ .,Tích cực,2,0,UIT-VSFC,train
"em cũng như các bạn học chung trong lớp đều thấy phần thực hành cho mỗi buổi như thế là quá nhiều , nhất là các bài thực hành từ 13 trở đi .",Tiêu cực,0,1,UIT-VSFC,train
"thầy cho bài kiểm tra tính cách , sau đó lập nhóm trong nhóm có đầy đủ nhóm tính cách , thầy còn khuyên , nhóm đừng nên quen biết nhau thầy đã sai lầm lúc đầu em và mọi người ắt hẳn phấn khích lắm nhưng sau này thầy để mỗi nhóm tìm ra con đường chính của cả nhóm !",Tiêu cực,0,0,UIT-VSFC,train
"giảng chậm , chi tiết , dễ hiểu .",Tích cực,2,0,UIT-VSFC,train
nên bổ sung thêm giáo trình cho sinh viên .,Tiêu cực,0,1,UIT-VSFC,train
giảng giải tốt vấn đề được đề cập đến .,Tích cực,2,0,UIT-VSFC,train
cô cho bài tập trắc nghiệm về nhà trên moodle .,Bình thường,1,0,UIT-VSFC,train
cần trao đổi nhiều hơn với sinh viên qua các kênh của trường như web môn học chẳng hạn .,Tiêu cực,0,3,UIT-VSFC,train
"giáo trình thực hành đi quá nhanh so với lý thuyết , đi trước lý thuyết 1 tháng tới 1dot5 tháng .",Tiêu cực,0,1,UIT-VSFC,train
giảng viên đưa ra nhiều dạng bài tập giúp học sinh hiểu rõ hơn .,Tích cực,2,0,UIT-VSFC,train
chỉ là đôi khi thầy hơi nóng tính lúc làm việc .,Bình thường,1,0,UIT-VSFC,train
môn học hay .,Tích cực,2,1,UIT-VSFC,train
cô nói nhỏ và rất đều rất dễ buồn ngủ .,Tiêu cực,0,0,UIT-VSFC,train
lượng thời gian để hoàn thành các đồ án cho nhiều môn như vậy đã là không đủ trong một học kỳ .,Tiêu cực,0,1,UIT-VSFC,train
deadline cho thời gian không đủ dài để sinh viên hoàn thành bài tập .,Tiêu cực,0,1,UIT-VSFC,train
"bài tập cần thực tiễn hơn giống như bài toán "" chi tiết máy "" , bài toán "" tính tiền lương "" thay vì những khái niệm toán học .",Tiêu cực,0,1,UIT-VSFC,train
kiến thức thực tế .,Tích cực,2,1,UIT-VSFC,train
"phòng wzjwz35 nhà trường nên thay máy chiếu mới , vì nó đã quá cũ và thường xuyên gặp vấn đề .",Tiêu cực,0,2,UIT-VSFC,train
"tài liệu đầy đủ , phương pháp dạy dễ tiếp thu và giảng viên nhiệt tình .",Tích cực,2,1,UIT-VSFC,train
cô dạy dễ tiếp thu .,Tích cực,2,0,UIT-VSFC,train
cô dễ thương dạy dễ hiểu và tạo cảm hứng học tập .,Tích cực,2,0,UIT-VSFC,train
"giảng viên không gây hứng thú cho sinh viên , làm sinh viên chán nản .",Tiêu cực,0,0,UIT-VSFC,train
thầy rất nhiệt tình và vui vẻ .,Tích cực,2,0,UIT-VSFC,train
giáo viên truyền được cảm hứng ưa thích môn học và thường xuyên liên lạc đến các vấn đề xã hội ngoài môn học .,Tích cực,2,0,UIT-VSFC,train
cô rất vui .,Tích cực,2,0,UIT-VSFC,train
"giảng viên tận tâm , giúp đỡ sinh viên trong quá trình học .",Tích cực,2,0,UIT-VSFC,train
giảng viên giảng dạy khó hiểu .,Tiêu cực,0,0,UIT-VSFC,train
"thầy dạy rất hay , rất mong thầy tiếp tục công tác tại trường .",Tích cực,2,0,UIT-VSFC,train
"cô quá là dễ thương , nhiệt tình .",Tích cực,2,1,UIT-VSFC,train
kính mong các giảng viên mạch số upload tài liệu trước giờ học ít nhất 1 ngày để các bạn sinh viên có thể nghiên cứu trước ở nhà .,Tiêu cực,0,0,UIT-VSFC,train
em nghĩ là làm bài tập nhiều tốt hơn là học lý thuyết nhiều .,Tiêu cực,0,1,UIT-VSFC,train
cô rất nhiệt tình trong việc giảng dạy và giao tiếp với sinh viên .,Tích cực,2,0,UIT-VSFC,train
dạy tốt có tâm .,Tích cực,2,0,UIT-VSFC,train
"thầy dễ tính , có đi học đều sẻ qua môn , hoạt động làm bài thu hoạch tạo điều kiện cho sinh viên lấy điểm .",Tích cực,2,0,UIT-VSFC,train
"slide bài giảng , tài liệu cần có nhiều ví dụ , tài liệu khó hiểu .",Tiêu cực,0,1,UIT-VSFC,train
"thầy vui vẻ , sâu sắc .",Tích cực,2,0,UIT-VSFC,train
nên tập trung vào luyện speaking và luyện cú pháp .,Tiêu cực,0,1,UIT-VSFC,train
"chấm đồ án doubledot chấm không công bằng , không thể lấy lý do không thích tính cách của sinh viên mà không cho sinh viên đậu , mặc dù đồ án hoàn thành tốt .",Tiêu cực,0,0,UIT-VSFC,train
"thầy tận tâm , giảng rất dễ hiểu .",Tích cực,2,0,UIT-VSFC,train
"tích cực giúp đỡ sinh viên khi gặp khúc mắc , phương pháp dạy vui , thoải mái xen kẽ chuyên sâu .",Tích cực,2,0,UIT-VSFC,train
nên đầu tư thiết bị để có thực hành .,Tiêu cực,0,2,UIT-VSFC,train
"sự nhiệt tình , cô wzjwz312 dạy rất dễ hiểu và vui vẻ .",Tích cực,2,0,UIT-VSFC,train
hy vọng thầy có thể sử dụng thời gian trên lớp hiệu quả hơn .,Tiêu cực,0,0,UIT-VSFC,train
điều này khiến giảng viên khó xử .,Tiêu cực,0,0,UIT-VSFC,train
"thầy đi dạy không đều lắm , có khi nghỉ mà không thông báo cho sinh viên biết .",Tiêu cực,0,0,UIT-VSFC,train
"thầy dạy hơi nhanh , nhưng kỹ và sâu .",Tích cực,2,0,UIT-VSFC,train
"khó hiểu và truyền đạt hơi nhanh , khó tiếp thu .",Tiêu cực,0,0,UIT-VSFC,train
